Code,GMPE,Year,TectonicRegion,RequiresDistances,RequiresRupture,RequiresSites,DefinedForIMTs,DefinedForStdDevs,Shortcut,Description
DrouetAlpes2015RjbHR_50bars,DrouetAlpes2015RjbHR_50bars,2015,Active Shallow Crust,rjb,mag,,PGA PGV SA,Inter event Intra event Total,DA2015RjbHR_50bars,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. This version is for a large magnitude stress parameters of 50 bars Valid for vs30=2000 m/s
DrouetAlpes2015Rjb_50bars,DrouetAlpes2015Rjb_50bars,2015,Active Shallow Crust,rjb,mag,,PGA PGV SA,Inter event Intra event Total,DA2015Rjb_50bars,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. This version is for a large magnitude stress parameters of 50 bars Valid for vs30=800 m/s
DrouetAlpes2015Rrup,DrouetAlpes2015Rrup,2015,Active Shallow Crust,rrup,mag,,PGA PGV SA,Inter event Intra event Total,DA2015Rrup,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. Valid for vs30=800 m/s
DrouetAlpes2015RrupHR,DrouetAlpes2015RrupHR,2015,Active Shallow Crust,rrup,mag,,PGA PGV SA,Inter event Intra event Total,DA2015RrupHR,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. This version is for a large magnitude stress parameters of 100 bars (recommended by the authors) Valid for vs30=2000 m/s
DrouetAlpes2015RrupHR_50bars,DrouetAlpes2015RrupHR_50bars,2015,Active Shallow Crust,rrup,mag,,PGA PGV SA,Inter event Intra event Total,DA2015RrupHR_50bars,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. This version is for a large magnitude stress parameters of 50 bars Valid for vs30=2000 m/s
DrouetAlpes2015Rrup_50bars,DrouetAlpes2015Rrup_50bars,2015,Active Shallow Crust,rrup,mag,,PGA PGV SA,Inter event Intra event Total,DA2015Rrup_50bars,Implements GMPE developed by Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. This version is for a large magnitude stress parameters of 50 bars Valid for vs30=800 m/s
DrouetBrazil2015,DrouetBrazil2015,2015,Stable Shallow Crust,rjb,mag,,PGA PGV SA,Inter event Intra event Total,DB2015,Implements GMPE developed by S. Drouet unpublished for Brazil based on the method described in Douet & Cotton (2015) BSSA doi: 10.1785/0120140240.
DrouetBrazil2015withDepth,DrouetBrazil2015withDepth,2015,Stable Shallow Crust,rjb,hypo_depth mag,,PGA PGV SA,Inter event Intra event Total,DB2015withDepth,Implements GMPE developed by S. Drouet unpublished for Brazil based on the method described in Douet & Cotton (2015) BSSA doi: 10.1785/0120140240. Model with magnitude-dependent depth distribution and depth-dependent stress distribution
DummyGMPE,DummyGMPE,0,Active Shallow Crust,rrup,mag,,,Inter event Intra event Total,DummyGMPE,"A fake GMPE doing nothing, to be used with zero-weight branches of the logic tree."
ECOS2009,ECOS2009,2009,Active Shallow Crust,rhypo,hypo_depth mag,,MMI,Total,ECOS2009,"Implements the Intensity Prediction Equation of ""Calibration of historical earthquakes for the earthquake catalogue of Switzerland (ECOS-09)"": Appendix D"
ECOS2009Highest,ECOS2009Highest,2009,Active Shallow Crust,rhypo,hypo_depth mag,,MMI,Total,ECOS2009Highest,"This class implements the version using ""three highest intensity levels"", fixed depth (h=10km) and the weighting scheme ""no weighting""."
EMME24BB_GMM1SGM1,EMME24BB_GMM1SGM1,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM1SGM1,"EMME24 backbone model for active shallow crustal earthquakes. This class is the lower range, lower sigma model branch. This backbone GMM adjusts the Chiou and Youngs (2014) GMPE using the corrections described within the journal paper ""PLACEHOLDER""."
EMME24BB_GMM1SGM2,EMME24BB_GMM1SGM2,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM1SGM2,"EMME24 backbone branch for lower range, central sigma model"
EMME24BB_GMM1SGM3,EMME24BB_GMM1SGM3,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM1SGM3,"EMME24 backbone branch for lower range, upper sigma model"
EMME24BB_GMM2SGM1,EMME24BB_GMM2SGM1,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM2SGM1,"EMME24 backbone branch for lower body, lower sigma model"
EMME24BB_GMM2SGM2,EMME24BB_GMM2SGM2,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM2SGM2,"EMME24 backbone branch for lower body, central sigma model"
EMME24BB_GMM2SGM3,EMME24BB_GMM2SGM3,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM2SGM3,"EMME24 backbone branch for lower body, upper sigma model"
EMME24BB_GMM3SGM1,EMME24BB_GMM3SGM1,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM3SGM1,"EMME24 backbone branch for center, lower sigma model"
EMME24BB_GMM3SGM2,EMME24BB_GMM3SGM2,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM3SGM2,"EMME24 backbone branch for center, central sigma model"
EMME24BB_GMM3SGM3,EMME24BB_GMM3SGM3,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM3SGM3,"EMME24 backbone branch for center, upper sigma model"
EMME24BB_GMM4SGM1,EMME24BB_GMM4SGM1,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM4SGM1,"EMME24 backbone branch for upper body, lower sigma model"
EMME24BB_GMM4SGM2,EMME24BB_GMM4SGM2,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM4SGM2,"EMME24 backbone branch for upper body, central sigma model"
EMME24BB_GMM4SGM3,EMME24BB_GMM4SGM3,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM4SGM3,"EMME24 backbone branch for upper body, upper sigma model"
EMME24BB_GMM5SGM1,EMME24BB_GMM5SGM1,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM5SGM1,"EMME24 backbone branch for upper range, lower sigma model"
EMME24BB_GMM5SGM2,EMME24BB_GMM5SGM2,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM5SGM2,"EMME24 backbone branch for upper range, central sigma model"
EMME24BB_GMM5SGM3,EMME24BB_GMM5SGM3,0,Active Shallow Crust,rjb rrup rx,dip mag rake ztor,vs30 vs30measured z1pt0,PGA PGV SA,Inter event Intra event Total,EMME24BB_GMM5SGM3,"EMME24 backbone branch for upper range, upper sigma model"
ESHM20Craton,ESHM20Craton,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20Craton,"Implements a scalable backbone GMPE for application to stable cratonic regions (primarily intended for cratonic Europe). The median ground motion is determined by fitting a parametric model to an extensive set of ground motion scenarios from the suite of NGA East ground motion models for 800 m/s site class. The form of the parametric model is based on that of :class:`openquake.hazardlib.gsim.kotha_2019.KothaEtAl2019`, and the scaling in terms of the number of standard deviations of the epistemic uncertainty (sigma)."
ESHM20CratonHighStressHighSite,ESHM20CratonHighStressHighSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonHighStressHighSite,
ESHM20CratonHighStressLowSite,ESHM20CratonHighStressLowSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonHighStressLowSite,
ESHM20CratonHighStressMidSite,ESHM20CratonHighStressMidSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonHighStressMidSite,
ESHM20CratonLowStressHighSite,ESHM20CratonLowStressHighSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonLowStressHighSite,
ESHM20CratonLowStressLowSite,ESHM20CratonLowStressLowSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonLowStressLowSite,
ESHM20CratonLowStressMidSite,ESHM20CratonLowStressMidSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonLowStressMidSite,
ESHM20CratonMidStressHighSite,ESHM20CratonMidStressHighSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonMidStressHighSite,
ESHM20CratonMidStressLowSite,ESHM20CratonMidStressLowSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonMidStressLowSite,
ESHM20CratonMidStressMidSite,ESHM20CratonMidStressMidSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonMidStressMidSite,
ESHM20CratonShallowHighStressMidAtten,ESHM20CratonShallowHighStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20CratonShallowHighStressMidAtten,
ESHM20CratonShallowHighStressSlowAtten,ESHM20CratonShallowHighStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20CratonShallowHighStressSlowAtten,
ESHM20CratonShallowMidStressMidAtten,ESHM20CratonShallowMidStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20CratonShallowMidStressMidAtten,
ESHM20CratonShallowMidStressSlowAtten,ESHM20CratonShallowMidStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20CratonShallowMidStressSlowAtten,
ESHM20CratonVHighStressHighSite,ESHM20CratonVHighStressHighSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVHighStressHighSite,
ESHM20CratonVHighStressLowSite,ESHM20CratonVHighStressLowSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVHighStressLowSite,
ESHM20CratonVHighStressMidSite,ESHM20CratonVHighStressMidSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVHighStressMidSite,
ESHM20CratonVLowStressHighSite,ESHM20CratonVLowStressHighSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVLowStressHighSite,
ESHM20CratonVLowStressLowSite,ESHM20CratonVLowStressLowSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVLowStressLowSite,
ESHM20CratonVLowStressMidSite,ESHM20CratonVLowStressMidSite,0,Stable Shallow Crust,rrup,mag,vs30,PGA SA,Inter event Intra event Total,ESHM20CratonVLowStressMidSite,
ESHM20IcelandHighStressFastAtten,ESHM20IcelandHighStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandHighStressFastAtten,
ESHM20IcelandHighStressMidAtten,ESHM20IcelandHighStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandHighStressMidAtten,
ESHM20IcelandHighStressSlowAtten,ESHM20IcelandHighStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandHighStressSlowAtten,
ESHM20IcelandLowStressFastAtten,ESHM20IcelandLowStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandLowStressFastAtten,
ESHM20IcelandLowStressMidAtten,ESHM20IcelandLowStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandLowStressMidAtten,
ESHM20IcelandLowStressSlowAtten,ESHM20IcelandLowStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandLowStressSlowAtten,
ESHM20IcelandMidStressFastAtten,ESHM20IcelandMidStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandMidStressFastAtten,
ESHM20IcelandMidStressMidAtten,ESHM20IcelandMidStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandMidStressMidAtten,
ESHM20IcelandMidStressSlowAtten,ESHM20IcelandMidStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandMidStressSlowAtten,
ESHM20IcelandVHighStressFastAtten,ESHM20IcelandVHighStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVHighStressFastAtten,
ESHM20IcelandVHighStressMidAtten,ESHM20IcelandVHighStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVHighStressMidAtten,
ESHM20IcelandVHighStressSlowAtten,ESHM20IcelandVHighStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVHighStressSlowAtten,
ESHM20IcelandVLowStressFastAtten,ESHM20IcelandVLowStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVLowStressFastAtten,
ESHM20IcelandVLowStressMidAtten,ESHM20IcelandVLowStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVLowStressMidAtten,
ESHM20IcelandVLowStressSlowAtten,ESHM20IcelandVLowStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20IcelandVLowStressSlowAtten,
ESHM20SInterHighStressFastAtten,ESHM20SInterHighStressFastAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterHighStressFastAtten,
ESHM20SInterHighStressMidAtten,ESHM20SInterHighStressMidAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterHighStressMidAtten,
ESHM20SInterHighStressSlowAtten,ESHM20SInterHighStressSlowAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterHighStressSlowAtten,
ESHM20SInterLowStressFastAtten,ESHM20SInterLowStressFastAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterLowStressFastAtten,
ESHM20SInterLowStressMidAtten,ESHM20SInterLowStressMidAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterLowStressMidAtten,
ESHM20SInterLowStressSlowAtten,ESHM20SInterLowStressSlowAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterLowStressSlowAtten,
ESHM20SInterMidStressFastAtten,ESHM20SInterMidStressFastAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterMidStressFastAtten,
ESHM20SInterMidStressMidAtten,ESHM20SInterMidStressMidAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterMidStressMidAtten,
ESHM20SInterMidStressSlowAtten,ESHM20SInterMidStressSlowAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterMidStressSlowAtten,
ESHM20SInterVHighStressFastAtten,ESHM20SInterVHighStressFastAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVHighStressFastAtten,
ESHM20SInterVHighStressMidAtten,ESHM20SInterVHighStressMidAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVHighStressMidAtten,
ESHM20SInterVHighStressSlowAtten,ESHM20SInterVHighStressSlowAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVHighStressSlowAtten,
ESHM20SInterVLowStressFastAtten,ESHM20SInterVLowStressFastAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVLowStressFastAtten,
ESHM20SInterVLowStressMidAtten,ESHM20SInterVLowStressMidAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVLowStressMidAtten,
ESHM20SInterVLowStressSlowAtten,ESHM20SInterVLowStressSlowAtten,0,Subduction Interface,rrup,mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SInterVLowStressSlowAtten,
ESHM20SSlabHighStressFastAtten,ESHM20SSlabHighStressFastAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabHighStressFastAtten,
ESHM20SSlabHighStressMidAtten,ESHM20SSlabHighStressMidAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabHighStressMidAtten,
ESHM20SSlabHighStressSlowAtten,ESHM20SSlabHighStressSlowAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabHighStressSlowAtten,
ESHM20SSlabLowStressFastAtten,ESHM20SSlabLowStressFastAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabLowStressFastAtten,
ESHM20SSlabLowStressMidAtten,ESHM20SSlabLowStressMidAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabLowStressMidAtten,
ESHM20SSlabLowStressSlowAtten,ESHM20SSlabLowStressSlowAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabLowStressSlowAtten,
ESHM20SSlabMidStressFastAtten,ESHM20SSlabMidStressFastAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabMidStressFastAtten,
ESHM20SSlabMidStressMidAtten,ESHM20SSlabMidStressMidAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabMidStressMidAtten,
ESHM20SSlabMidStressSlowAtten,ESHM20SSlabMidStressSlowAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabMidStressSlowAtten,
ESHM20SSlabVHighStressFastAtten,ESHM20SSlabVHighStressFastAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVHighStressFastAtten,
ESHM20SSlabVHighStressMidAtten,ESHM20SSlabVHighStressMidAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVHighStressMidAtten,
ESHM20SSlabVHighStressSlowAtten,ESHM20SSlabVHighStressSlowAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVHighStressSlowAtten,
ESHM20SSlabVLowStressFastAtten,ESHM20SSlabVLowStressFastAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVLowStressFastAtten,
ESHM20SSlabVLowStressMidAtten,ESHM20SSlabVLowStressMidAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVLowStressMidAtten,
ESHM20SSlabVLowStressSlowAtten,ESHM20SSlabVLowStressSlowAtten,0,Subduction IntraSlab,rhypo,hypo_depth mag,vs30 xvf,PGA SA,Inter event Intra event Total,ESHM20SSlabVLowStressSlowAtten,
ESHM20ShallowCrustHighStressFastAtten,ESHM20ShallowCrustHighStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustHighStressFastAtten,
ESHM20ShallowCrustHighStressMidAtten,ESHM20ShallowCrustHighStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustHighStressMidAtten,
ESHM20ShallowCrustHighStressSlowAtten,ESHM20ShallowCrustHighStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustHighStressSlowAtten,
ESHM20ShallowCrustLowStressFastAtten,ESHM20ShallowCrustLowStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustLowStressFastAtten,
ESHM20ShallowCrustLowStressMidAtten,ESHM20ShallowCrustLowStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustLowStressMidAtten,
ESHM20ShallowCrustLowStressSlowAtten,ESHM20ShallowCrustLowStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustLowStressSlowAtten,
ESHM20ShallowCrustMidStressFastAtten,ESHM20ShallowCrustMidStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustMidStressFastAtten,
ESHM20ShallowCrustMidStressMidAtten,ESHM20ShallowCrustMidStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustMidStressMidAtten,
ESHM20ShallowCrustMidStressSlowAtten,ESHM20ShallowCrustMidStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustMidStressSlowAtten,
ESHM20ShallowCrustVHighStressFastAtten,ESHM20ShallowCrustVHighStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVHighStressFastAtten,
ESHM20ShallowCrustVHighStressMidAtten,ESHM20ShallowCrustVHighStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVHighStressMidAtten,
ESHM20ShallowCrustVHighStressSlowAtten,ESHM20ShallowCrustVHighStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVHighStressSlowAtten,
ESHM20ShallowCrustVLowStressFastAtten,ESHM20ShallowCrustVLowStressFastAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVLowStressFastAtten,
ESHM20ShallowCrustVLowStressMidAtten,ESHM20ShallowCrustVLowStressMidAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVLowStressMidAtten,
ESHM20ShallowCrustVLowStressSlowAtten,ESHM20ShallowCrustVLowStressSlowAtten,0,Active Shallow Crust,rjb,hypo_depth mag,region vs30 vs30measured,PGA PGV SA,Inter event Intra event Total,ESHM20ShallowCrustVLowStressSlowAtten,
EasternCan15Low,EasternCan15Low,0,Stable Shallow Crust,repi,mag rake,vs30,PGA SA,Total,EasternCan15Low,
EasternCan15Mid,EasternCan15Mid,0,Stable Shallow Crust,repi,mag rake,vs30,PGA SA,Total,EasternCan15Mid,Implements the hybrid GMPE used to compute hazard in the Eastern part of Canada.
EasternCan15Upp,EasternCan15Upp,0,Stable Shallow Crust,repi,mag rake,vs30,PGA SA,Total,EasternCan15Upp,
EdwardsFah2013Alpine10Bars,EdwardsFah2013Alpine10Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine10Bars,"This function implements the GMPE developed by Ben Edwars and Donath Fah and published as ""A Stochastic Ground-Motion Model for Switzerland"" Bulletin of the Seismological Society of America, Vol. 103, No. 1, pp. 78–98, February 2013. The GMPE was parametrized by Carlo Cauzzi to be implemented in OpenQuake. This class implements the equations for 'Alpine' and 'Foreland - two tectonic regionalizations defined for the Switzerland - therefore this GMPE is region specific"". @ implemented by laurentiu.danciu@sed.ethz.zh"
EdwardsFah2013Alpine120Bars,EdwardsFah2013Alpine120Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine120Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 120Bars Model :class:`EdwardsFah2013Alpine120Bars`
EdwardsFah2013Alpine20Bars,EdwardsFah2013Alpine20Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine20Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 20Bars Model :class:`EdwardsFah2013Alpine20Bars`
EdwardsFah2013Alpine30Bars,EdwardsFah2013Alpine30Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine30Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 30Bars Model :class:`EdwardsFah2013Alpine30Bars`
EdwardsFah2013Alpine50Bars,EdwardsFah2013Alpine50Bars,2013,Active Shallow Crust,rrup,mag rake,vs30,PGA PGV SA,Inter event Intra event Total,EF2013Alpine50Bars,This class extends :class:`EdwardsFah2013Alpine10Bars` and implements the 50Bars Model :class:`EdwardsFah2013Alpine50Bars`
